timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi),State,Dif
11/9/2022 2:45,675.9999847,519.0000153,58.00000191,57.9999983,106.9999981,1273.000031,CLEAR,2.866666667
11/9/2022 2:53,670.9999847,525.9999847,59.00000095,62.9999995,96.00000381,1220.999985,CLEAR,7.9
11/9/2022 2:53,670.9999847,525.9999847,59.00000095,62.9999995,96.00000381,1220.999985,CLEAR,0.716666667
11/9/2022 2:57,670.9999847,525.9999847,59.00000095,62.9999995,96.00000381,1220.999985,CLEAR,3.583333333
11/9/2022 3:10,610.9999847,479.0000153,60,63.9999986,116.0000038,1210.999985,HI,12.91666667
11/9/2022 3:13,705.9999847,520.9999847,65,62.0000005,116.9999981,1204.000015,CLEAR,2.866666667
11/9/2022 3:21,635,474.0000153,60.99999905,56.0000002,108.0000019,1316.999969,HI,7.883333333
11/9/2022 3:33,600,480,56.99999809,56.0000002,113.9999962,1264.000015,HI,12.2
11/9/2022 3:36,632.0000076,495.9999847,66.99999809,64.9999976,105,1283.999939,HI,2.866666667
11/9/2022 3:41,1421.999969,658.0000305,65,62.0000005,100,1170,CLEAR,5.033333333
11/9/2022 3:53,1436.000061,658.0000305,64.00000095,57.9999983,101.0000038,1235.999985,CLEAR,12.18333333
11/9/2022 4:12,1518.999939,645,61.99999809,57.9999983,106.9999981,1310,CLEAR,19.38333333
11/9/2022 4:32,1535,545.9999847,65.99999905,58.9999974,100,1259.000015,CLEAR,20.08333333
11/9/2022 4:35,1521.000061,617.0000076,56.99999809,62.0000005,113.0000019,1180,CLEAR,2.866666667
11/9/2022 4:36,1521.000061,617.0000076,56.99999809,62.0000005,113.0000019,1180,CLEAR,0.716666667
11/9/2022 4:38,1521.000061,617.0000076,56.99999809,62.0000005,113.0000019,1180,CLEAR,2.15
11/9/2022 4:39,1521.000061,617.0000076,56.99999809,62.0000005,113.0000019,1180,CLEAR,0.716666667
11/9/2022 4:53,1668.999939,570,64.00000095,62.9999995,110,1179.000015,CLEAR,13.65
11/9/2022 5:13,1431.000061,587.9999924,64.00000095,56.0000002,111.9999981,1295,CLEAR,20.08333333
11/9/2022 5:33,1596.000061,572.9999924,59.00000095,57.9999983,98.99999619,1254.000015,CLEAR,20.08333333
11/9/2022 5:35,1596.000061,572.9999924,59.00000095,57.9999983,98.99999619,1254.000015,CLEAR,2.15
11/9/2022 5:39,1596.000061,572.9999924,59.00000095,57.9999983,98.99999619,1254.000015,CLEAR,4.3
11/9/2022 5:53,1508.000031,560.9999847,58.00000191,56.9999993,101.0000038,1296.999969,CLEAR,13.63333333
11/9/2022 6:13,1581.999969,467.9999924,60,54.0000021,110,1310,CLEAR,20.08333333
11/9/2022 6:26,1606.999969,494.0000153,59.00000095,66.0000026,105,1171.999969,CLEAR,12.91666667
11/9/2022 6:32,1338.999939,517.9999924,65,56.0000002,113.9999962,1213.000031,CLEAR,5.733333333
11/9/2022 6:33,1338.999939,517.9999924,65,56.0000002,113.9999962,1213.000031,CLEAR,1.433333333
11/9/2022 6:40,1503.999939,454.0000153,58.00000191,62.9999995,118.0000019,1220,CLEAR,7.183333333
11/9/2022 6:52,670,40,60,63.9999986,113.0000019,1235,HI,12.2
11/9/2022 7:12,615.9999847,30.99999905,60,56.9999993,106.0000038,1048.000031,CLEAR,20.08333333
11/9/2022 7:33,725,37.00000048,61.99999809,56.9999993,103.0000019,1118.000031,CLEAR,20.08333333
11/9/2022 7:49,758.0000305,37.00000048,55.99999905,55.0000012,103.0000019,1239.000015,CLEAR,16.5
11/9/2022 7:50,779.0000153,40,55.99999905,60.0000024,111.0000038,1064.000015,CLEAR,0.716666667
11/9/2022 7:51,779.0000153,40,55.99999905,60.0000024,111.0000038,1064.000015,CLEAR,1.433333333
11/9/2022 7:52,779.0000153,40,55.99999905,60.0000024,111.0000038,1064.000015,CLEAR,0.716666667
11/9/2022 7:53,779.0000153,40,55.99999905,60.0000024,111.0000038,1064.000015,CLEAR,0.716666667
11/9/2022 8:13,627.9999924,37.00000048,60.99999905,47.9999989,86.00000381,1366.000061,HI,20.1
11/9/2022 8:33,803.0000305,30.99999905,91.00000381,54.0000021,123.0000019,1508.999939,HI,20.08333333
11/9/2022 8:52,878.0000305,35,73.00000191,0,76.99999809,615.9999847,CLEAR,19.36666667
11/9/2022 8:53,855.9999847,22.00000048,76.99999809,7,76.99999809,665.9999847,CLEAR,0.716666667
11/9/2022 8:55,855.9999847,22.00000048,76.99999809,7,76.99999809,665.9999847,CLEAR,2.15
11/9/2022 8:56,855.9999847,22.00000048,76.99999809,7,76.99999809,665.9999847,CLEAR,0.716666667
11/9/2022 8:59,855.9999847,22.00000048,76.99999809,7,76.99999809,665.9999847,CLEAR,3.6
11/9/2022 9:00,728.0000305,688.0000305,56.99999809,64.9999976,96.99999809,1088.000031,CLEAR,0.716666667
11/9/2022 9:02,728.0000305,688.0000305,56.99999809,64.9999976,96.99999809,1088.000031,CLEAR,2.15
11/9/2022 9:03,728.0000305,688.0000305,56.99999809,64.9999976,96.99999809,1088.000031,CLEAR,0.716666667
11/9/2022 9:08,673.0000305,673.0000305,65.99999905,63.9999986,106.0000038,1064.000015,CLEAR,5.016666667
11/9/2022 9:13,673.0000305,673.0000305,65.99999905,63.9999986,106.0000038,1064.000015,CLEAR,5.016666667
11/9/2022 9:32,679.0000153,605,60,54.0000021,118.0000019,1200.999985,CLEAR,19.38333333
11/9/2022 9:52,744.0000153,630,60.99999905,61.0000014,103.9999962,1088.000031,CLEAR,20.08333333
11/9/2022 10:13,674.0000153,582.9999924,66.99999809,54.0000021,105,1170.999985,CLEAR,20.08333333
11/9/2022 10:22,684.0000153,612.0000076,63.00000191,63.9999986,101.0000038,1318.999939,CLEAR,9.333333333
11/9/2022 10:23,684.0000153,612.0000076,63.00000191,63.9999986,101.0000038,1318.999939,CLEAR,0.716666667
11/9/2022 10:24,684.0000153,612.0000076,63.00000191,63.9999986,101.0000038,1318.999939,CLEAR,1.433333333
11/9/2022 10:25,684.0000153,612.0000076,63.00000191,63.9999986,101.0000038,1318.999939,CLEAR,0.716666667
11/9/2022 10:33,724.0000153,530.9999847,58.00000191,58.9999974,101.0000038,1260.999985,CLEAR,7.883333333
11/9/2022 10:53,629.0000153,537.0000076,60,62.0000005,105,1110.999985,CLEAR,20.1
11/9/2022 11:12,694.0000153,474.0000153,56.99999809,62.0000005,101.0000038,1130.999985,CLEAR,19.36666667
11/9/2022 11:13,694.0000153,474.0000153,56.99999809,62.0000005,101.0000038,1130.999985,CLEAR,0.716666667
11/9/2022 11:27,610.9999847,467.0000076,56.99999809,58.9999974,115,1195,HI,14.35
11/9/2022 11:33,637.0000076,517.0000076,65.99999905,61.0000014,115,1260.999985,HI,5.733333333
11/9/2022 11:41,661.9999695,542.0000076,55.99999905,56.9999993,113.0000019,1316.999969,HI,7.9
11/9/2022 11:53,625,455.9999847,61.99999809,57.9999983,103.9999962,1283.000031,HI,12.18333333
11/9/2022 11:54,625,455.9999847,61.99999809,57.9999983,103.9999962,1283.000031,HI,0.716666667
11/9/2022 12:04,637.0000076,514.0000153,63.00000191,60.0000024,110,1165,CLEAR,10.76666667
11/9/2022 12:13,1715,670,61.99999809,64.9999976,101.9999981,1158.000031,CLEAR,8.616666667
11/9/2022 12:14,1668.999939,644.0000153,61.99999809,57.9999983,98.99999619,1255,CLEAR,0.716666667
11/9/2022 12:32,1425,620.9999847,66.99999809,60.0000024,101.0000038,1281.000061,CLEAR,18.65
11/9/2022 12:52,1413.000031,612.9999924,60.99999905,57.9999983,111.0000038,1194.000015,CLEAR,20.08333333
11/9/2022 12:55,1413.000031,612.9999924,60.99999905,57.9999983,111.0000038,1194.000015,CLEAR,2.15
11/9/2022 12:55,1413.000031,612.9999924,60.99999905,57.9999983,111.0000038,1194.000015,CLEAR,0.716666667
11/9/2022 12:58,1643.999939,564.0000153,61.99999809,56.0000002,100,1184.000015,CLEAR,2.15
11/9/2022 12:58,1643.999939,564.0000153,61.99999809,56.0000002,100,1184.000015,CLEAR,0.716666667
11/9/2022 13:09,1643.999939,564.0000153,61.99999809,56.0000002,100,1184.000015,CLEAR,10.86666667
11/9/2022 13:33,1526.999969,600.9999847,63.00000191,62.9999995,111.9999981,1165,CLEAR,23.58333333
11/9/2022 13:53,1473.999939,522.0000076,59.00000095,64.9999976,100,1255.999985,CLEAR,20.08333333
11/9/2022 14:13,1458.000031,532.9999924,64.00000095,56.0000002,108.9999962,1090.999985,CLEAR,20.08333333
11/9/2022 14:33,1440,527.9999924,66.99999809,56.0000002,106.0000038,1114.000015,CLEAR,20.08333333
11/9/2022 14:53,1451.000061,542.0000076,55,56.9999993,108.9999962,1261.999969,CLEAR,20.1
11/9/2022 15:02,1531.000061,455.9999847,64.00000095,57.9999983,108.0000019,1050.999985,CLEAR,8.6
11/9/2022 15:12,1603.000031,519.0000153,68.00000191,61.0000014,111.9999981,1241.999969,CLEAR,10.76666667
11/9/2022 15:32,714.0000153,35.99999905,55.99999905,62.9999995,116.0000038,1066.999969,CLEAR,20.08333333
11/9/2022 15:53,670,37.00000048,55.99999905,54.0000021,108.0000019,1221.999969,CLEAR,20.08333333
11/9/2022 16:09,696.9999695,37.99999952,66.99999809,64.9999976,111.9999981,1060.999985,CLEAR,16.5
11/9/2022 16:10,696.9999695,37.99999952,66.99999809,64.9999976,111.9999981,1060.999985,CLEAR,0.716666667
11/9/2022 16:11,724.0000153,35,59.00000095,64.9999976,111.9999981,1100.999985,CLEAR,1.433333333
11/9/2022 16:12,724.0000153,35,59.00000095,64.9999976,111.9999981,1100.999985,CLEAR,0.716666667
11/9/2022 16:13,724.0000153,35,59.00000095,64.9999976,111.9999981,1100.999985,CLEAR,0.716666667
11/9/2022 16:33,683.0000305,37.99999952,65.99999905,51.9999981,91.00000381,1476.000061,CLEAR,20.1
11/9/2022 16:53,690,34.00000095,70,49.000001,90,1351.000061,CLEAR,20.08333333
11/9/2022 17:13,728.0000305,32.99999952,74.00000095,0,103.0000019,220,CLEAR,20.08333333
11/9/2022 17:19,868.0000305,32.99999952,80,0,81.00000381,676.9999695,CLEAR,6.466666667
11/9/2022 17:27,868.0000305,32.99999952,80,0,81.00000381,676.9999695,CLEAR,7.883333333
11/9/2022 17:31,768.0000305,29.00000095,68.00000191,25.999999,80,715,CLEAR,3.583333333
11/9/2022 17:32,768.0000305,29.00000095,68.00000191,25.999999,80,715,CLEAR,0.716666667
11/9/2022 17:33,768.0000305,29.00000095,68.00000191,25.999999,80,715,CLEAR,1.433333333
11/9/2022 17:34,768.0000305,29.00000095,68.00000191,25.999999,80,715,CLEAR,0.716666667
11/9/2022 17:34,768.0000305,29.00000095,68.00000191,25.999999,80,715,CLEAR,0.733333333
11/9/2022 17:37,675.9999847,695,59.00000095,61.0000014,115,1095,CLEAR,2.15
11/9/2022 17:52,755,678.0000305,66.99999809,62.0000005,108.0000019,1113.000031,CLEAR,15.78333333
11/9/2022 18:12,741.9999695,560,58.00000191,62.0000005,115,1179.000015,CLEAR,20.08333333
11/9/2022 18:33,698.0000305,619.0000153,61.99999809,57.9999983,110,1110.999985,CLEAR,20.08333333
11/9/2022 18:42,637.0000076,610.9999847,56.99999809,56.0000002,96.99999809,1220.999985,CLEAR,9.333333333
11/9/2022 18:44,735,587.0000076,63.00000191,63.9999986,106.0000038,1200,CLEAR,2.15
11/9/2022 18:49,720.9999847,524.0000153,64.00000095,56.0000002,110,1153.000031,CLEAR,5.016666667
11/9/2022 18:53,720.9999847,524.0000153,64.00000095,56.0000002,110,1153.000031,CLEAR,3.583333333
11/9/2022 19:13,720,552.0000076,55.99999905,62.9999995,108.9999962,1105,CLEAR,20.1
11/9/2022 19:33,619.0000153,565.9999847,55,56.9999993,116.0000038,1250.999985,HI,20.08333333
11/9/2022 19:53,660.9999847,520,60,56.9999993,103.0000019,1315,HI,20.08333333
11/9/2022 19:56,632.9999924,532.9999924,60.99999905,60.0000024,98.99999619,1140,CLEAR,2.866666667
11/9/2022 20:13,713.0000305,507.9999924,66.99999809,58.9999974,111.9999981,1243.000031,CLEAR,17.21666667
11/9/2022 20:32,666.9999695,454.0000153,65.99999905,60.0000024,118.9999962,1239.000015,HI,19.38333333
11/9/2022 20:52,1525,615,66.99999809,62.9999995,98.00000191,1180,CLEAR,20.08333333
11/9/2022 21:13,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,CLEAR,20.08333333
11/9/2022 21:15,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,CLEAR,2.15
11/9/2022 21:15,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,CLEAR,0.716666667
11/9/2022 21:17,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,CLEAR,1.433333333
11/9/2022 21:18,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,CLEAR,0.716666667
11/9/2022 21:33,1476.999969,622.9999924,63.00000191,64.9999976,116.0000038,1208.000031,CLEAR,15.06666667
11/9/2022 21:53,1646.000061,615,65.99999905,56.9999993,98.99999619,1111.999969,CLEAR,20.1
11/9/2022 22:13,1668.000031,530.9999847,59.00000095,58.9999974,111.0000038,1180.999985,CLEAR,20.08333333
11/9/2022 22:33,1523.999939,525.9999847,65,54.0000021,110,1274.000015,CLEAR,20.08333333
11/9/2022 22:53,1523.999939,557.0000076,55.99999905,56.9999993,101.9999981,1101.999969,CLEAR,20.08333333
11/9/2022 23:00,1365,482.0000076,63.00000191,60.0000024,110,1275,CLEAR,7.183333333
11/9/2022 23:12,1458.999939,455,56.99999809,62.0000005,103.0000019,1256.999969,CLEAR,11.48333333
11/9/2022 23:12,1458.999939,455,56.99999809,62.0000005,103.0000019,1256.999969,CLEAR,0.716666667
11/9/2022 23:22,1611.999969,482.0000076,60,55.0000012,98.00000191,1223.000031,CLEAR,9.316666667
11/9/2022 23:32,1403.999939,520,56.99999809,60.0000024,108.9999962,1214.000015,CLEAR,10.76666667
11/9/2022 23:33,1403.999939,520,56.99999809,60.0000024,108.9999962,1214.000015,CLEAR,0.716666667
11/9/2022 23:45,1465,472.9999924,56.99999809,58.9999974,100,1166.999969,CLEAR,11.48333333
11/9/2022 23:47,790,41.99999809,56.99999809,56.0000002,100,1040.999985,CLEAR,2.866666667
11/9/2022 23:48,790,41.99999809,56.99999809,56.0000002,100,1040.999985,CLEAR,0.716666667
11/9/2022 23:49,790,41.99999809,56.99999809,56.0000002,100,1040.999985,CLEAR,0.716666667
11/9/2022 23:50,790,41.99999809,56.99999809,56.0000002,100,1040.999985,CLEAR,0.716666667
11/9/2022 23:53,790,41.99999809,56.99999809,56.0000002,100,1040.999985,CLEAR,2.866666667
11/10/2022 0:09,690.9999847,41.99999809,60.99999905,56.0000002,111.0000038,1185,CLEAR,16.45
11/10/2022 0:28,704.0000153,40,63.00000191,57.9999983,115,1248.000031,CLEAR,19.41666667
11/10/2022 0:29,704.0000153,40,63.00000191,57.9999983,115,1248.000031,CLEAR,0.716666667
11/10/2022 0:30,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985,CLEAR,0.716666667
11/10/2022 0:31,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985,CLEAR,0.716666667
11/10/2022 0:33,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985,CLEAR,2.166666667
11/10/2022 0:53,865.9999847,40,66.99999809,57.9999983,116.0000038,1115.999985,CLEAR,20.08333333
11/10/2022 1:13,643.0000305,35,58.00000191,55.0000012,75.99999905,1466.999969,HI,20.08333333
11/10/2022 1:33,853.0000305,35,79.00000095,50,100,1226.999969,CLEAR,20.08333333
11/10/2022 1:53,844.0000153,34.00000095,71.99999809,0,85,640,CLEAR,20.1
11/10/2022 1:55,844.0000153,34.00000095,71.99999809,0,85,640,CLEAR,2.15
11/10/2022 1:56,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,CLEAR,0.716666667
11/10/2022 1:58,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,CLEAR,2.15
11/10/2022 1:59,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,CLEAR,0.716666667
11/10/2022 2:02,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,CLEAR,3.583333333
11/10/2022 2:03,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015,CLEAR,0.716666667
11/10/2022 2:05,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015,CLEAR,2.15
11/10/2022 2:06,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015,CLEAR,0.716666667
11/10/2022 2:12,709.0000153,597.9999924,59.00000095,55.0000012,111.9999981,1200.999985,CLEAR,5.75
11/10/2022 2:12,709.0000153,597.9999924,59.00000095,55.0000012,111.9999981,1200.999985,CLEAR,0.716666667
11/10/2022 2:32,686.9999695,635.9999847,55.99999905,62.9999995,103.0000019,1233.000031,CLEAR,20.08333333
11/10/2022 2:53,663.0000305,594.0000153,64.00000095,56.9999993,113.0000019,1089.000015,HI,20.08333333
11/10/2022 3:01,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,CLEAR,8.616666667
11/10/2022 3:02,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,CLEAR,0.716666667
11/10/2022 3:03,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,CLEAR,0.716666667
11/10/2022 3:03,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,CLEAR,0.716666667
11/10/2022 3:13,669.0000153,594.0000153,65,66.0000026,113.9999962,1146.999969,HI,9.316666667
11/10/2022 3:33,646.9999695,605,64.00000095,62.0000005,101.0000038,1290,HI,20.1
11/10/2022 3:53,726.9999695,550.9999847,65,60.0000024,101.0000038,1220.999985,CLEAR,20.08333333
11/10/2022 4:09,625.9999847,475,60.99999905,58.9999974,106.9999981,1298.999939,HI,15.78333333
11/10/2022 4:13,625.9999847,475,60.99999905,58.9999974,106.9999981,1298.999939,HI,4.3
11/10/2022 4:15,630,542.0000076,61.99999809,61.0000014,98.99999619,1200,CLEAR,2.15
11/10/2022 4:29,645.9999847,482.9999924,56.99999809,63.9999986,115,1156.999969,HI,14.35
11/10/2022 4:33,645.9999847,482.9999924,56.99999809,63.9999986,115,1156.999969,HI,3.583333333
11/10/2022 4:34,612.9999924,512.9999924,56.99999809,55.0000012,113.9999962,1225.999985,HI,0.716666667
11/10/2022 4:44,685,455.9999847,61.99999809,57.9999983,108.0000019,1143.000031,CLEAR,10.76666667
11/10/2022 4:52,654.0000153,510.9999847,65.99999905,64.9999976,110,1200,CLEAR,7.9
11/10/2022 5:12,1730,629.0000153,56.99999809,62.0000005,110,1240,CLEAR,19.36666667
11/10/2022 5:12,1730,629.0000153,56.99999809,62.0000005,110,1240,CLEAR,0.716666667
11/10/2022 5:33,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,CLEAR,20.13333333
11/10/2022 5:34,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,CLEAR,1.383333333
11/10/2022 5:35,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,CLEAR,0.716666667
11/10/2022 5:36,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,CLEAR,1.433333333
11/10/2022 5:37,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,CLEAR,0.716666667
11/10/2022 5:53,1548.999939,620.9999847,64.00000095,56.0000002,103.0000019,1306.999969,CLEAR,15.78333333
11/10/2022 6:13,1628.999939,627.9999924,63.00000191,57.9999983,101.0000038,1318.000031,CLEAR,20.1
11/10/2022 6:33,1423.999939,612.0000076,66.99999809,54.0000021,96.00000381,1308.000031,CLEAR,20.08333333
11/10/2022 6:53,1495,585,59.00000095,64.9999976,108.0000019,1124.000015,CLEAR,20.08333333
11/10/2022 7:13,1636.000061,527.9999924,65,57.9999983,101.0000038,1161.999969,CLEAR,20.08333333
11/10/2022 7:32,1388.000031,545.9999847,65,64.9999976,115,1145.999985,CLEAR,19.38333333
11/10/2022 7:44,1566.999969,467.9999924,60,55.0000012,101.9999981,1129.000015,CLEAR,11.46666667
11/10/2022 7:48,1548.000031,469.0000153,66.99999809,62.9999995,98.00000191,1156.999969,CLEAR,4.316666667
11/10/2022 7:52,1548.000031,469.0000153,66.99999809,62.9999995,98.00000191,1156.999969,CLEAR,4.3
11/10/2022 7:57,1331.000061,469.0000153,65.99999905,54.0000021,116.0000038,1125,CLEAR,5.033333333
11/10/2022 8:07,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031,CLEAR,9.316666667
11/10/2022 8:08,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031,CLEAR,0.716666667
11/10/2022 8:09,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031,CLEAR,1.433333333
11/10/2022 8:10,1428.999939,484.0000153,59.00000095,60.0000024,116.0000038,1050.999985,CLEAR,0.716666667
11/10/2022 8:13,1428.999939,484.0000153,59.00000095,60.0000024,116.0000038,1050.999985,CLEAR,2.883333333
11/10/2022 8:33,775,35.99999905,61.99999809,60.0000024,111.0000038,1125,CLEAR,20.06666667
11/10/2022 8:48,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,HI,15.06666667
11/10/2022 8:48,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,HI,0.716666667
11/10/2022 8:50,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,HI,1.433333333
11/10/2022 8:51,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,HI,0.716666667
11/10/2022 8:53,660.9999847,35.99999905,66.99999809,58.9999974,120,1050,HI,2.15
11/10/2022 9:13,733.0000305,40.99999905,65,56.0000002,118.0000019,1229.000015,CLEAR,20.1
11/10/2022 9:33,655,39.00000095,63.00000191,60.0000024,106.0000038,1088.000031,CLEAR,20.08333333
11/10/2022 9:53,755.9999847,32.00000048,60,51.9999981,79.00000095,1448.999939,CLEAR,20.08333333
11/10/2022 10:12,858.0000305,30,75,0,93.00000191,196.0000038,CLEAR,19.36666667
11/10/2022 10:27,774.0000153,30,69.00000095,0,79.00000095,686.9999695,CLEAR,14.35
11/10/2022 10:27,774.0000153,30,69.00000095,0,79.00000095,686.9999695,CLEAR,0.716666667
11/10/2022 10:30,774.0000153,30,69.00000095,0,79.00000095,686.9999695,CLEAR,2.166666667
11/10/2022 10:30,774.0000153,30,69.00000095,0,79.00000095,686.9999695,CLEAR,0.716666667
11/10/2022 10:32,774.0000153,30,69.00000095,0,79.00000095,686.9999695,CLEAR,2.15
11/10/2022 10:34,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,CLEAR,1.433333333
11/10/2022 10:35,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,CLEAR,0.716666667
11/10/2022 10:37,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,CLEAR,2.15
11/10/2022 10:37,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,CLEAR,0.716666667
11/10/2022 10:42,680.9999847,640,58.00000191,64.9999976,98.99999619,1153.000031,CLEAR,4.3
11/10/2022 10:53,750,680,56.99999809,58.9999974,113.0000019,1198.000031,CLEAR,10.76666667
11/10/2022 11:13,663.0000305,554.0000153,65.99999905,62.9999995,106.9999981,1181.999969,CLEAR,20.08333333
11/10/2022 11:21,726.9999695,557.9999924,56.99999809,61.0000014,116.0000038,1108.000031,CLEAR,8.616666667
11/10/2022 11:23,726.9999695,557.9999924,56.99999809,61.0000014,116.0000038,1108.000031,CLEAR,2.15
11/10/2022 11:33,650,580.9999847,61.99999809,56.9999993,116.0000038,1215.999985,HI,9.316666667
11/10/2022 11:53,681.9999695,557.0000076,59.00000095,56.9999993,105,1191.999969,CLEAR,20.1
11/10/2022 12:13,724.0000153,577.9999924,65,63.9999986,98.00000191,1326.999969,CLEAR,20.08333333
11/10/2022 12:33,680,535.9999847,66.99999809,60.0000024,98.00000191,1290,CLEAR,20.08333333
11/10/2022 12:52,624.0000153,479.0000153,60,62.9999995,111.0000038,1110,CLEAR,18.65
11/10/2022 12:52,624.0000153,479.0000153,60,62.9999995,111.0000038,1110,CLEAR,0.716666667
11/10/2022 12:57,650.9999847,535.9999847,63.00000191,62.0000005,108.0000019,1286.999969,HI,4.316666667
11/10/2022 13:12,612.9999924,457.9999924,60,57.9999983,116.9999981,1291.999969,HI,15.78333333
11/10/2022 13:21,700,499.0000153,63.00000191,56.0000002,116.9999981,1115.999985,CLEAR,8.6
11/10/2022 13:27,604.0000153,524.0000153,58.00000191,62.9999995,111.0000038,1288.000031,HI,5.75
