timestamp,disch_pres,avg_amps,Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi),Gas Lock,State,Dif
11/9/2020 1:03,62.79999924,3.700000048,6.099999905,0.479999989,8.600000381,136.6000061,0,HI,20.1
11/9/2020 1:04,80.30000305,3.099999905,9.100000381,0.540000021,12.30000019,150.8999939,0,HI,20.08333333
11/9/2020 1:05,87.80000305,3.5,7.300000191,0,7.699999809,61.59999847,0,HI,19.36666667
11/9/2020 1:06,85.59999847,2.200000048,7.699999809,0.07,7.699999809,66.59999847,0,HI,0.716666667
11/9/2020 1:07,85.59999847,2.200000048,7.699999809,0.07,7.699999809,66.59999847,0,HI,2.15
11/9/2020 1:08,85.59999847,2.200000048,7.699999809,0.07,7.699999809,66.59999847,0,HI,0.716666667
11/9/2020 1:09,85.59999847,2.200000048,7.699999809,0.07,7.699999809,66.59999847,0,HI,3.6
11/9/2020 1:10,72.80000305,68.80000305,5.699999809,0.649999976,9.699999809,108.8000031,0,CLEAR,0.716666667
11/9/2020 1:11,72.80000305,68.80000305,5.699999809,0.649999976,9.699999809,108.8000031,0,CLEAR,2.15
11/9/2020 1:12,72.80000305,68.80000305,5.699999809,0.649999976,9.699999809,108.8000031,0,CLEAR,0.716666667
11/9/2020 1:13,67.30000305,67.30000305,6.599999905,0.639999986,10.60000038,106.4000015,0,CLEAR,5.016666667
11/9/2020 1:14,67.30000305,67.30000305,6.599999905,0.639999986,10.60000038,106.4000015,0,CLEAR,5.016666667
11/9/2020 1:15,67.90000153,60.5,6,0.540000021,11.80000019,120.0999985,0,CLEAR,19.38333333
11/9/2020 1:16,74.40000153,63,6.099999905,0.610000014,10.39999962,108.8000031,0,CLEAR,20.08333333
11/9/2020 1:17,67.40000153,58.29999924,6.699999809,0.540000021,10.5,117.0999985,0,CLEAR,20.08333333
11/9/2020 1:18,68.40000153,61.20000076,6.300000191,0.639999986,10.10000038,131.8999939,0,CLEAR,9.333333333
11/9/2020 1:19,68.40000153,61.20000076,6.300000191,0.639999986,10.10000038,131.8999939,0,CLEAR,0.716666667
11/9/2020 1:20,68.40000153,61.20000076,6.300000191,0.639999986,10.10000038,131.8999939,0,CLEAR,1.433333333
11/9/2020 1:21,68.40000153,61.20000076,6.300000191,0.639999986,10.10000038,131.8999939,0,CLEAR,0.716666667
11/9/2020 1:22,72.40000153,53.09999847,5.800000191,0.589999974,10.10000038,126.0999985,0,CLEAR,7.883333333
11/9/2020 1:23,62.90000153,53.70000076,6,0.620000005,10.5,111.0999985,0,CLEAR,20.1
11/9/2020 1:24,69.40000153,47.40000153,5.699999809,0.620000005,10.10000038,113.0999985,0,CLEAR,19.36666667
11/9/2020 1:25,69.40000153,47.40000153,5.699999809,0.620000005,10.10000038,113.0999985,0,CLEAR,0.716666667
11/9/2020 1:26,61.09999847,46.70000076,5.699999809,0.589999974,11.5,119.5,0,CLEAR,14.35
11/9/2020 1:27,63.70000076,51.70000076,6.599999905,0.610000014,11.5,126.0999985,0,CLEAR,5.733333333
11/9/2020 1:28,66.19999695,54.20000076,5.599999905,0.569999993,11.30000019,131.6999969,0,HI,7.9
11/9/2020 1:29,62.5,45.59999847,6.199999809,0.579999983,10.39999962,128.3000031,0,CLEAR,12.18333333
11/9/2020 1:30,62.5,45.59999847,6.199999809,0.579999983,10.39999962,128.3000031,0,CLEAR,0.716666667
11/9/2020 1:31,63.70000076,51.40000153,6.300000191,0.600000024,11,116.5,0,CLEAR,10.76666667
11/9/2020 1:32,171.5,67,6.199999809,0.649999976,10.19999981,115.8000031,0,CLEAR,8.616666667
11/9/2020 1:33,166.8999939,64.40000153,6.199999809,0.579999983,9.899999619,125.5,0,CLEAR,0.716666667
11/9/2020 1:34,142.5,62.09999847,6.699999809,0.600000024,10.10000038,128.1000061,0,CLEAR,18.65
11/9/2020 1:35,141.3000031,61.29999924,6.099999905,0.579999983,11.10000038,119.4000015,0,CLEAR,20.08333333
11/9/2020 1:36,141.3000031,61.29999924,6.099999905,0.579999983,11.10000038,119.4000015,0,CLEAR,2.15
11/9/2020 1:37,141.3000031,61.29999924,6.099999905,0.579999983,11.10000038,119.4000015,0,CLEAR,0.716666667
11/9/2020 1:38,164.3999939,56.40000153,6.199999809,0.560000002,10,118.4000015,0,CLEAR,2.15
11/9/2020 1:39,164.3999939,56.40000153,6.199999809,0.560000002,10,118.4000015,0,CLEAR,0.716666667
11/9/2020 1:40,164.3999939,56.40000153,6.199999809,0.560000002,10,118.4000015,0,CLEAR,10.86666667
11/9/2020 1:41,152.6999969,60.09999847,6.300000191,0.629999995,11.19999981,116.5,0,CLEAR,23.58333333
11/9/2020 1:42,147.3999939,52.20000076,5.900000095,0.649999976,10,125.5999985,0,CLEAR,20.08333333
11/9/2020 1:43,145.8000031,53.29999924,6.400000095,0.560000002,10.89999962,109.0999985,0,CLEAR,20.08333333
11/9/2020 1:44,144,52.79999924,6.699999809,0.560000002,10.60000038,111.4000015,0,CLEAR,20.08333333
11/9/2020 1:45,145.1000061,54.20000076,5.5,0.569999993,10.89999962,126.1999969,0,CLEAR,20.1
11/9/2020 1:46,153.1000061,45.59999847,6.400000095,0.579999983,10.80000019,105.0999985,0,CLEAR,8.6
11/9/2020 1:47,160.3000031,51.90000153,6.800000191,0.610000014,11.19999981,124.1999969,0,CLEAR,10.76666667
11/9/2020 1:48,71.40000153,3.599999905,5.599999905,0.629999995,11.60000038,106.6999969,0,CLEAR,20.08333333
11/9/2020 1:49,67,3.700000048,5.599999905,0.540000021,10.80000019,122.1999969,0,CLEAR,20.08333333
11/9/2020 1:50,69.69999695,3.799999952,6.699999809,0.649999976,11.19999981,106.0999985,0,CLEAR,16.5
11/9/2020 1:51,69.69999695,3.799999952,6.699999809,0.649999976,11.19999981,106.0999985,0,CLEAR,0.716666667
11/9/2020 1:52,72.40000153,3.5,5.900000095,0.649999976,11.19999981,110.0999985,0,CLEAR,1.433333333
11/9/2020 1:53,72.40000153,3.5,5.900000095,0.649999976,11.19999981,110.0999985,0,CLEAR,0.716666667
11/9/2020 1:54,72.40000153,3.5,5.900000095,0.649999976,11.19999981,110.0999985,0,CLEAR,0.716666667
11/9/2020 1:55,68.30000305,3.799999952,6.599999905,0.519999981,9.100000381,147.6000061,0,CLEAR,20.1
11/9/2020 1:56,69,3.400000095,7,0.49000001,9,135.1000061,0,CLEAR,20.08333333
11/9/2020 1:57,72.80000305,3.299999952,7.400000095,0,10.30000019,22,0,HI,20.08333333
11/9/2020 1:58,86.80000305,3.299999952,8,0,8.100000381,67.69999695,0,HI,6.466666667
11/9/2020 1:59,86.80000305,3.299999952,8,0,8.100000381,67.69999695,0,HI,7.883333333
11/9/2020 2:00,76.80000305,2.900000095,6.800000191,0.25999999,8,71.5,0,CLEAR,3.583333333
11/9/2020 2:01,76.80000305,2.900000095,6.800000191,0.25999999,8,71.5,0,CLEAR,0.716666667
11/9/2020 2:02,76.80000305,2.900000095,6.800000191,0.25999999,8,71.5,0,CLEAR,1.433333333
11/9/2020 2:03,76.80000305,2.900000095,6.800000191,0.25999999,8,71.5,0,CLEAR,0.716666667
11/9/2020 2:04,76.80000305,2.900000095,6.800000191,0.25999999,8,71.5,0,CLEAR,0.733333333
11/9/2020 2:05,67.59999847,69.5,5.900000095,0.610000014,11.5,109.5,0,CLEAR,2.15
11/9/2020 2:06,75.5,67.80000305,6.699999809,0.620000005,10.80000019,111.3000031,0,CLEAR,15.78333333
11/9/2020 2:07,74.19999695,56,5.800000191,0.620000005,11.5,117.9000015,0,CLEAR,20.08333333
11/9/2020 2:08,69.80000305,61.90000153,6.199999809,0.579999983,11,111.0999985,0,CLEAR,20.08333333
11/9/2020 2:09,63.70000076,61.09999847,5.699999809,0.560000002,9.699999809,122.0999985,0,CLEAR,9.333333333
11/9/2020 2:10,73.5,58.70000076,6.300000191,0.639999986,10.60000038,120,0,CLEAR,2.15
11/9/2020 2:11,72.09999847,52.40000153,6.400000095,0.560000002,11,115.3000031,0,CLEAR,5.016666667
11/9/2020 2:12,72.09999847,52.40000153,6.400000095,0.560000002,11,115.3000031,0,CLEAR,3.583333333
11/9/2020 2:13,72,55.20000076,5.599999905,0.629999995,10.89999962,110.5,0,CLEAR,20.1
11/9/2020 2:14,61.90000153,56.59999847,5.5,0.569999993,11.60000038,125.0999985,0,CLEAR,20.08333333
11/9/2020 2:15,66.09999847,52,6,0.569999993,10.30000019,131.5,0,CLEAR,20.08333333
11/9/2020 2:16,63.29999924,53.29999924,6.099999905,0.600000024,9.899999619,114,0,CLEAR,2.866666667
11/9/2020 2:17,71.30000305,50.79999924,6.699999809,0.589999974,11.19999981,124.3000031,0,CLEAR,17.21666667
11/9/2020 2:18,66.69999695,45.40000153,6.599999905,0.600000024,11.89999962,123.9000015,0,CLEAR,19.38333333
11/9/2020 2:19,152.5,61.5,6.699999809,0.629999995,9.800000191,118,0,CLEAR,20.08333333
11/9/2020 2:20,171.6999969,59.40000153,6.400000095,0.610000014,10.60000038,124.9000015,0,CLEAR,20.08333333
11/9/2020 2:21,171.6999969,59.40000153,6.400000095,0.610000014,10.60000038,124.9000015,0,CLEAR,2.15
11/9/2020 2:22,171.6999969,59.40000153,6.400000095,0.610000014,10.60000038,124.9000015,0,CLEAR,0.716666667
11/9/2020 2:23,171.6999969,59.40000153,6.400000095,0.610000014,10.60000038,124.9000015,0,CLEAR,1.433333333
11/9/2020 2:24,171.6999969,59.40000153,6.400000095,0.610000014,10.60000038,124.9000015,0,CLEAR,0.716666667
11/9/2020 2:25,147.6999969,62.29999924,6.300000191,0.649999976,11.60000038,120.8000031,0,CLEAR,15.06666667
11/9/2020 2:26,164.6000061,61.5,6.599999905,0.569999993,9.899999619,111.1999969,0,CLEAR,20.1
11/9/2020 2:27,166.8000031,53.09999847,5.900000095,0.589999974,11.10000038,118.0999985,0,CLEAR,20.08333333
11/9/2020 2:28,152.3999939,52.59999847,6.5,0.540000021,11,127.4000015,0,CLEAR,20.08333333
11/9/2020 2:29,152.3999939,55.70000076,5.599999905,0.569999993,10.19999981,110.1999969,0,CLEAR,20.08333333
11/9/2020 2:30,136.5,48.20000076,6.300000191,0.600000024,11,127.5,1,CLEAR,7.183333333
11/9/2020 2:31,145.8999939,45.5,5.699999809,0.620000005,10.30000019,125.6999969,1,CLEAR,11.48333333
11/9/2020 2:32,145.8999939,45.5,5.699999809,0.620000005,10.30000019,125.6999969,0,CLEAR,0.716666667
11/9/2020 2:33,161.1999969,48.20000076,6,0.550000012,9.800000191,122.3000031,1,CLEAR,9.316666667
11/9/2020 2:34,140.3999939,52,5.699999809,0.600000024,10.89999962,121.4000015,0,CLEAR,10.76666667
11/9/2020 2:35,140.3999939,52,5.699999809,0.600000024,10.89999962,121.4000015,0,CLEAR,0.716666667
11/9/2020 2:36,146.5,47.29999924,5.699999809,0.589999974,10,116.6999969,1,CLEAR,11.48333333
11/9/2020 2:37,79,4.199999809,5.699999809,0.560000002,10,104.0999985,1,CLEAR,2.866666667
11/9/2020 2:38,79,4.199999809,5.699999809,0.560000002,10,104.0999985,0,CLEAR,0.716666667
11/9/2020 2:39,79,4.199999809,5.699999809,0.560000002,10,104.0999985,0,CLEAR,0.716666667
11/9/2020 2:40,79,4.199999809,5.699999809,0.560000002,10,104.0999985,0,CLEAR,0.716666667
11/9/2020 2:41,79,4.199999809,5.699999809,0.560000002,10,104.0999985,0,CLEAR,2.866666667
11/9/2020 2:42,69.09999847,4.199999809,6.099999905,0.560000002,11.10000038,118.5,0,CLEAR,16.45
11/9/2020 2:43,70.40000153,4,6.300000191,0.579999983,11.5,124.8000031,1,CLEAR,19.41666667
11/9/2020 2:44,70.40000153,4,6.300000191,0.579999983,11.5,124.8000031,0,CLEAR,0.716666667
11/9/2020 2:45,73.40000153,4.099999905,5.900000095,0.540000021,11.80000019,102.5999985,0,CLEAR,0.716666667
11/9/2020 2:46,73.40000153,4.099999905,5.900000095,0.540000021,11.80000019,102.5999985,1,CLEAR,0.716666667
11/9/2020 2:47,73.40000153,4.099999905,5.900000095,0.540000021,11.80000019,102.5999985,0,CLEAR,2.166666667
11/9/2020 2:48,86.59999847,4,6.699999809,0.579999983,11.60000038,111.5999985,0,CLEAR,20.08333333
11/9/2020 2:49,64.30000305,3.5,5.800000191,0.550000012,7.599999905,146.6999969,0,HI,20.08333333
11/9/2020 2:50,85.30000305,3.5,7.900000095,0.5,10,122.6999969,0,CLEAR,20.08333333
11/9/2020 2:51,84.40000153,3.400000095,7.199999809,0,8.5,64,0,HI,20.1
11/9/2020 2:52,84.40000153,3.400000095,7.199999809,0,8.5,64,0,HI,2.15
11/9/2020 2:53,83.19999695,2.200000048,7.599999905,0.079999998,7.199999809,69.30000305,1,HI,0.716666667
11/9/2020 2:54,83.19999695,2.200000048,7.599999905,0.079999998,7.199999809,69.30000305,0,HI,2.15
11/9/2020 2:55,83.19999695,2.200000048,7.599999905,0.079999998,7.199999809,69.30000305,0,HI,0.716666667
11/9/2020 2:56,83.19999695,2.200000048,7.599999905,0.079999998,7.199999809,69.30000305,0,HI,3.583333333
11/9/2020 2:57,70.5,71.59999847,6.699999809,0.610000014,10.10000038,112.4000015,1,CLEAR,0.716666667
11/9/2020 2:58,70.5,71.59999847,6.699999809,0.610000014,10.10000038,112.4000015,0,CLEAR,2.15
11/9/2020 2:59,70.5,71.59999847,6.699999809,0.610000014,10.10000038,112.4000015,0,CLEAR,0.716666667
11/9/2020 3:00,70.90000153,59.79999924,5.900000095,0.550000012,11.19999981,120.0999985,0,CLEAR,5.75
11/9/2020 3:01,70.90000153,59.79999924,5.900000095,0.550000012,11.19999981,120.0999985,0,CLEAR,0.716666667
11/9/2020 3:02,68.69999695,63.59999847,5.599999905,0.629999995,10.30000019,123.3000031,0,CLEAR,20.08333333
11/9/2020 3:03,66.30000305,59.40000153,6.400000095,0.569999993,11.30000019,108.9000015,0,CLEAR,20.08333333
11/9/2020 3:04,74.80000305,52.70000076,6.800000191,0.629999995,11.39999962,118.1999969,0,CLEAR,8.616666667
11/9/2020 3:05,74.80000305,52.70000076,6.800000191,0.629999995,11.39999962,118.1999969,0,CLEAR,0.716666667
11/9/2020 3:06,74.80000305,52.70000076,6.800000191,0.629999995,11.39999962,118.1999969,0,CLEAR,0.716666667
11/9/2020 3:07,74.80000305,52.70000076,6.800000191,0.629999995,11.39999962,118.1999969,0,CLEAR,0.716666667
11/9/2020 3:08,66.90000153,59.40000153,6.5,0.660000026,11.39999962,114.6999969,0,CLEAR,9.316666667
11/9/2020 3:09,64.69999695,60.5,6.400000095,0.620000005,10.10000038,129,0,CLEAR,20.1
11/9/2020 3:10,72.69999695,55.09999847,6.5,0.600000024,10.10000038,122.0999985,0,CLEAR,20.08333333
11/9/2020 3:11,62.59999847,47.5,6.099999905,0.589999974,10.69999981,129.8999939,0,CLEAR,15.78333333
11/9/2020 3:12,62.59999847,47.5,6.099999905,0.589999974,10.69999981,129.8999939,0,CLEAR,4.3
11/9/2020 3:13,63,54.20000076,6.199999809,0.610000014,9.899999619,120,0,CLEAR,2.15
11/9/2020 3:14,64.59999847,48.29999924,5.699999809,0.639999986,11.5,115.6999969,1,CLEAR,14.35
11/9/2020 3:15,64.59999847,48.29999924,5.699999809,0.639999986,11.5,115.6999969,0,CLEAR,3.583333333
11/9/2020 3:16,61.29999924,51.29999924,5.699999809,0.550000012,11.39999962,122.5999985,0,CLEAR,0.716666667
11/9/2020 3:17,68.5,45.59999847,6.199999809,0.579999983,10.80000019,114.3000031,1,CLEAR,10.76666667
11/9/2020 3:18,65.40000153,51.09999847,6.599999905,0.649999976,11,120,0,CLEAR,7.9
11/9/2020 3:19,173,62.90000153,5.699999809,0.620000005,11,124,0,CLEAR,19.36666667
11/9/2020 3:20,173,62.90000153,5.699999809,0.620000005,11,124,0,CLEAR,0.716666667
11/9/2020 3:21,148.1999969,59.40000153,5.800000191,0.610000014,10.60000038,116.1999969,0,CLEAR,20.13333333
11/9/2020 3:22,148.1999969,59.40000153,5.800000191,0.610000014,10.60000038,116.1999969,0,CLEAR,1.383333333
11/9/2020 3:23,148.1999969,59.40000153,5.800000191,0.610000014,10.60000038,116.1999969,0,CLEAR,0.716666667
11/9/2020 3:24,148.1999969,59.40000153,5.800000191,0.610000014,10.60000038,116.1999969,1,CLEAR,1.433333333
11/9/2020 3:25,148.1999969,59.40000153,5.800000191,0.610000014,10.60000038,116.1999969,0,CLEAR,0.716666667
11/9/2020 3:26,154.8999939,62.09999847,6.400000095,0.560000002,10.30000019,130.6999969,0,CLEAR,15.78333333
11/9/2020 3:27,162.8999939,62.79999924,6.300000191,0.579999983,10.10000038,131.8000031,0,CLEAR,20.1
11/9/2020 3:28,142.3999939,61.20000076,6.699999809,0.540000021,9.600000381,130.8000031,0,CLEAR,20.08333333
11/9/2020 3:29,149.5,58.5,5.900000095,0.649999976,10.80000019,112.4000015,0,CLEAR,20.08333333
11/9/2020 3:30,163.6000061,52.79999924,6.5,0.579999983,10.10000038,116.1999969,0,CLEAR,20.08333333
11/9/2020 3:31,138.8000031,54.59999847,6.5,0.649999976,11.5,114.5999985,0,CLEAR,19.38333333
11/9/2020 3:32,156.6999969,46.79999924,6,0.550000012,10.19999981,112.9000015,1,CLEAR,11.46666667
11/9/2020 3:33,154.8000031,46.90000153,6.699999809,0.629999995,9.800000191,115.6999969,1,CLEAR,4.316666667
11/9/2020 3:34,154.8000031,46.90000153,6.699999809,0.629999995,9.800000191,115.6999969,0,CLEAR,4.3
11/9/2020 3:35,133.1000061,46.90000153,6.599999905,0.540000021,11.60000038,112.5,0,CLEAR,5.033333333
11/9/2020 3:36,146.6999969,43.90000153,6.199999809,0.629999995,10.30000019,116.8000031,1,CLEAR,9.316666667
11/9/2020 3:37,146.6999969,43.90000153,6.199999809,0.629999995,10.30000019,116.8000031,1,CLEAR,0.716666667
11/9/2020 3:38,146.6999969,43.90000153,6.199999809,0.629999995,10.30000019,116.8000031,0,CLEAR,1.433333333
11/9/2020 3:39,142.8999939,48.40000153,5.900000095,0.600000024,11.60000038,105.0999985,0,CLEAR,0.716666667
11/9/2020 3:40,142.8999939,48.40000153,5.900000095,0.600000024,11.60000038,105.0999985,0,CLEAR,2.883333333
11/9/2020 3:41,77.5,3.599999905,6.199999809,0.600000024,11.10000038,112.5,0,CLEAR,20.06666667
11/9/2020 3:42,77.90000153,3.400000095,6.400000095,0.629999995,11.39999962,128.3999939,1,HI,15.06666667
11/9/2020 3:43,77.90000153,3.400000095,6.400000095,0.629999995,11.39999962,128.3999939,0,HI,0.716666667
11/9/2020 3:44,77.90000153,3.400000095,6.400000095,0.629999995,11.39999962,128.3999939,0,HI,1.433333333
11/9/2020 3:45,77.90000153,3.400000095,6.400000095,0.629999995,11.39999962,128.3999939,0,HI,0.716666667
11/9/2020 3:46,66.09999847,3.599999905,6.699999809,0.589999974,12,105,0,HI,2.15
11/9/2020 3:47,73.30000305,4.099999905,6.5,0.560000002,11.80000019,122.9000015,0,CLEAR,20.1
11/9/2020 3:48,65.5,3.900000095,6.300000191,0.600000024,10.60000038,108.8000031,0,CLEAR,20.08333333
11/9/2020 3:49,75.59999847,3.200000048,6,0.519999981,7.900000095,144.8999939,0,CLEAR,20.08333333
11/9/2020 3:50,85.80000305,3,7.5,0,9.300000191,19.60000038,0,HI,19.36666667
11/9/2020 3:51,77.40000153,3,6.900000095,0,7.900000095,68.69999695,0,CLEAR,14.35
11/9/2020 3:52,77.40000153,3,6.900000095,0,7.900000095,68.69999695,0,CLEAR,0.716666667
11/9/2020 3:53,77.40000153,3,6.900000095,0,7.900000095,68.69999695,0,CLEAR,2.166666667
11/9/2020 3:54,77.40000153,3,6.900000095,0,7.900000095,68.69999695,0,CLEAR,0.716666667
11/9/2020 3:55,77.40000153,3,6.900000095,0,7.900000095,68.69999695,0,CLEAR,2.15
11/9/2020 3:56,80.90000153,2.799999952,7.5,0.280000001,8.199999809,69.09999847,1,HI,1.433333333
11/9/2020 3:57,80.90000153,2.799999952,7.5,0.280000001,8.199999809,69.09999847,0,HI,0.716666667
11/9/2020 3:58,80.90000153,2.799999952,7.5,0.280000001,8.199999809,69.09999847,0,HI,2.15
11/9/2020 3:59,80.90000153,2.799999952,7.5,0.280000001,8.199999809,69.09999847,0,HI,0.716666667
11/9/2020 4:00,68.09999847,64,5.800000191,0.649999976,9.899999619,115.3000031,1,CLEAR,4.3
11/9/2020 4:01,75,68,5.699999809,0.589999974,11.30000019,119.8000031,0,CLEAR,10.76666667
11/9/2020 4:02,66.30000305,55.40000153,6.599999905,0.629999995,10.69999981,118.1999969,0,CLEAR,20.08333333
